detail_link,Tiêu đề,Địa chỉ,Hướng nhà,Hướng ban công,Diện tích (m2),Mức giá,Số phòng ngủ (phòng),Số phòng tắm (phòng),Mặt tiền (m),Đường vào (m),Pháp lý,Nội thất,Nội thất đầy đủ,Số tầng (tầng),Nội thất cơ bản,Nội thất trống,Mức giá (VNĐ),Quận/Huyện
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-tay-ha-tower/-rong-117m-tai-gia-7-39-ty-png-cach-song-hien-dai-day-du-tien-ich-lh-pr43135327,"Căn hộ rộng 117m² tại Tây Hà Giá 7.39 tỷ, phong cách sống hiện đại, đầy đủ tiện ích Lh 0336 730 ***","Tây Hà Tower, Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",Tây - Bắc,Đông - Nam,117.0,"{'value': 7390000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,7390000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-la-khe-prj-hpc-landmark-105/-86-4m2-2pn-2vs-duy-nhat-chao-ban-tai-105-duong-to-huu-pr43134890,"Căn 86,4m2 /2PN /2VS duy nhất chào bán tại HPC Landmark 105 đường Tố Hữu","HPC Landmark 105, Phường La Khê, Hà Đông, Hà Nội",,Nam,86.4,"{'value': 5250000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,5250000000.0,Hà Đông
https://batdongsan.com.vn/ban-dat-duong-minh-khai-phuong-minh-khai/lo-vang-con-sot-lai-trung-tam-quan-hai-ba-trung-co-hoi-dau-tu-so-1-tai-thu-do-pr43106838,Lô đất vàng còn sót lại trung tâm quận Hai Bà Trưng cơ hội đầu tư số 1 tại thủ đô,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",,,89.0,"{'value': 12000000000.0, 'unit': 'VNĐ'}",,,6.0,4.0,Sổ đỏ/ Sổ hồng,,,,,,12000000000.0,Hai Bà Trưng
https://batdongsan.com.vn/ban-dat-duong-co-nhue-phuong-co-nhue-1/ban-manh-hiem-33m2-gia-re-pr43135490,Bán mảnh đất hiếm CỔ NHUẾ- 33m2 giá rẻ,"Đường Cổ Nhuế, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",,,33.0,"{'value': 5000000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,5000000000.0,Bắc Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-pho-lieu-giai-phuong-lieu-giai/ban-dat-khu-quan-ba-dinh-ha-noi-dt-60m-3-tang-gia-16ty-pr40817912,"Bán nhà đất khu Liễu Giai, Quận Ba Đình, Hà Nội, DT 60m2. 3 tầng, giá 17.5tỷ","Phố Liễu Giai, Phường Liễu Giai, Ba Đình, Hà Nội",,,60.0,"{'value': 17500000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,,Cơ bản,,3.0,True,,17500000000.0,Ba Đình
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-thinh-phuong-thinh-quang/sieu-dep-ban-l-goc-oto-ngo-thong-nong-rong-mt-5m-50m2-11-8-ty-pr41054626,"Siêu đẹp! Bán nhà Thái Thịnh, lô góc, oto, ngõ thông, nông, rộng, MT 5m, 50m2, 11.8 tỷ","Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",,,50.0,"{'value': 11800000000.0, 'unit': 'VNĐ'}",6.0,4.0,5.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,6.0,,,11800000000.0,Đống Đa
https://batdongsan.com.vn/ban-dat-xa-da-ton/ban-87m2-gia-lam-ha-noi-pr43135575,BÁN 87m2 ĐẤT ĐA TỐN _ GIA LÂM _ HÀ NỘI,"Xã Đa Tốn, Gia Lâm, Hà Nội",Đông - Bắc,,87.0,"{'value': 7400000000.0, 'unit': 'VNĐ'}",,,5.0,3.5,Sổ đỏ/ Sổ hồng,,,,,,7400000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-masteri-lakeside/ban-gap-2n-goc-1-re-nhat-the-chinh-sach-tot-nhat-thang-4-lh-pr42694063,"Quỹ căn 2PN, 2PN góc + 1 rẻ nhất Masteri The Lakeside. View bể bơi, thác nước LH 0966 834 ***","Dự án Masteri Lakeside, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",,,72.8,"{'value': 4059999999.9999995, 'unit': 'VNĐ'}",2.0,2.0,,,,,,,,,4060000000.0,Gia Lâm
https://batdongsan.com.vn/ban-nha-mat-pho-phuong-bo-de/ban-kinh-doanh-dt-rong-80m2-mt-8m-san-dong-tien-lo-goc-2-thoang-26-5-ty-pr43135557,"BÁN NHÀ MẶT PHỐ PHƯỜNG BỒ ĐỀ-KINH DOANH-DT RỘNG 80M2-MT 8M-SẴN DÒNG TIỀN-LÔ GÓC 2 THOÁNG-26,5 TỶ","Phường Bồ Đề, Long Biên, Hà Nội",,,80.0,"{'value': 26000000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,26000000000.0,Long Biên
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-chinh-kinh-phuong-thanh-xuan-trung-prj-sapphire-palace/ban-cc-3pn-o-nhinh-6-ty-vnd-95m-3-ngu-2wc-full-nt-pr43135574,"Bán CC 3PN ở Sapphire Palace, nhỉnh 6 tỷ VND, 95m 3 ngủ 2wc full nt 0989 996 ***","Sapphire Palace, Phố Chính Kinh, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",Tây - Bắc,Đông - Nam,95.0,"{'value': 6000000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,6000000000.0,Thanh Xuân
https://batdongsan.com.vn/ban-nha-rieng-duong-khuong-trung-phuong-khuong-trung/ban-thanh-xuan-31m2-x-4t-mt-3-4m-6-2-ty-ngo-rong-thoang-gan-o-to-tranh-full-pr43135408,"Bán nhà Khương Trung, Ngõ rộng thoáng, gần ô tô tránh, Full nội thất, 31m2 x 4T, Mt 3.4m, 6.2 tỷ","Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",,,31.0,"{'value': 6200000000.0, 'unit': 'VNĐ'}",3.0,4.0,3.4,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,4.0,,,6200000000.0,Thanh Xuân
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-tien-phuong-tay-mo/ban-i-dep-5-tang-30m-lo-goc-o-to-do-cong-gia-5-x-ty-pr43135569,"BÁN NHÀ MỚI ĐẸP 5 TẦNG, 30M, LÔ GÓC QUANG TIẾN, TÂY MỖ Ô TÔ ĐỖ CỔNG, GIÁ 5,X TỶ","Đường Quang Tiến, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",,,30.0,"{'value': 500000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,500000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-to-huu-phuong-trung-van-prj-ct2-viettel-trung-van/-kng-dang-ao-gia-dinh-ban-3-ngu-tang-view-tang-so-ng-lau-dai-gia-n-7-ty-pr43135555,"[Không đăng ảo] Gia đình cần bán căn hộ 3 ngủ tầng trung, view thoáng, sổ hồng lâu dài giá hơn 7 Tỷ","CT2 Viettel Trung Văn, Tố Hữu, Trung Văn, Nam Từ Liêm, Hà Nội",Đông - Nam,,112.0,"{'value': 7700000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,,,,,,7700000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-xa-tam-hiep-6/ngoc-hoi-dtsd-45m-dan-xay-kien-co-thoang-truoc-sau-o-to-tranh-vai-buoc-ngo-thong-khap-nga-6-x-pr43135456,"NGỌC HỒI DTSD 45m DÂN XÂY KIÊN CỐ - THOÁNG TRƯỚC SAU - Ô TÔ TRÁNH VÀI BƯỚC- NGÕ THÔNG KHẮP NGẢ 6,X","Xã Tam Hiệp, Thanh Trì, Hà Nội",,,45.0,"{'value': 6800000000.0, 'unit': 'VNĐ'}",,,4.0,,Sổ đỏ/ Sổ hồng,,,5.0,,,6800000000.0,Thanh Trì
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/chinh-chu-ban-gap-2pn-dt-78-m2-va-86-m2-thong-thuy-so-do-view-dep-gia-tot-city-pr37144495,"Chính chủ bán căn 2PN, 83 m2, giá 4,3 tỷ sổ đỏ, slot oto, Goldmark","Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",Tây - Bắc,Đông - Nam,83.0,"{'value': 4300000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,4300000000.0,Bắc Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-nhan-phuong-thanh-nhan/-dep-dan-xay-thiet-ke-cuc-chill-o-ngay-cach-ra-pho-5-tang-thang-may-vi-tri-cuc-dinh-pr43135311,NHÀ ĐẸP DÂN XÂY - THIẾT KẾ CỰC CHILL - Ở NGAY - CÁCH NHÀ RA PHỐ - 5 TẦNG THANG MÁY- VỊ TRÍ CỰC ĐỈNH,"Đường Thanh Nhàn, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",,,41.0,"{'value': 11500000000.0, 'unit': 'VNĐ'}",3.0,5.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,11500000000.0,Hai Bà Trưng
https://batdongsan.com.vn/ban-nha-rieng-duong-dai-tu-phuong-dai-kim/sieu-pham-dep-hoang-mai-4pn-4wc-30m2-6-ty-vnd-pr43135301,"Siêu phẩm nhà đẹp Đại Từ, Hoàng Mai 4PN, 4WC, 30m2, 6 tỷ VND","Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",,,30.0,"{'value': 6000000000.0, 'unit': 'VNĐ'}",4.0,4.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,6000000000.0,Hoàng Mai
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-sapphire-2-vinhomes-ocean-park/chu-nha-ban-gap-2pn-2vs-goc-tai-toa-s2-16-gia-lam-pr39500884,Chủ nhà cần bán gấp căn 2PN 2VS góc tại tòa S2.16 Vinhomes Ocean Park Gia Lâm,"Dự án The Sapphire 2 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",,,64.8,"{'value': 3350000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ,Đầy đủ,True,,,,3350000000.0,Gia Lâm
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-hoang-dao-thuy-phuong-nhan-chinh-prj-ha-noi-center-point/-ban-ch-3-ngu-82m-3n2w-tai-toa-san-so-gia-7-2-ty-pr43135438,"Cần bán CH 3 ngủ 82m (3N2W) taị toà Hà Nội Center point, Hoàng Đạo Thuý, Sẵn sổ, Giá 7.2 tỷ","Hà Nội Center Point, Hoàng Đạo Thúy, Nhân Chính, Thanh Xuân, Hà Nội",Tây - Bắc,Đông - Nam,82.0,"{'value': 7200000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,7200000000.0,Thanh Xuân
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trinh-dinh-cuu-phuong-dinh-cong-prj-ct36-dream-home/chinh-chu-ban-truc-dep-nhat-toa-b-ban-dong-nam-full-do-noi-that-chi-viec-o-pr43135437,Chính chủ bán căn trục đẹp nhất tòa B CT36 Định Công ban công Đông Nam full đồ nội thất chỉ việc ở,"Dự án CT36 - Dream Home, Đường Trịnh Đình Cửu, Phường Định Công, Hoàng Mai, Hà Nội",Tây - Bắc,Đông - Nam,60.0,"{'value': 4050000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,4050000000.0,Hoàng Mai
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-la-khe-prj-tieu-khu-do-thi-nam-la-khe/ban-gap-lo-goc-ha-dong-view-chung-cu-o-to-tranh-via-he-126m-4-tang-mt30m-pr42593984,"Bán gấp biệt thự lô góc La Khê, Hà Đông, view chung cư, ô tô tránh, vỉa hè, 126m2, 4 tầng, mt 30m","Dự án Nam La Khê, Phường La Khê, Hà Đông, Hà Nội",,,126.0,"{'value': 27000000000.0, 'unit': 'VNĐ'}",,,,15.0,Sổ đỏ/ Sổ hồng,,,4.0,,,27000000000.0,Hà Đông
https://batdongsan.com.vn/ban-nha-rieng-phuong-cu-khoi/ban-mat-pho-kinh-doanh-thang-may-quan-long-bien-gan-aeon-65m2-5tang-chi-15-2-ty-pr43135432,"BÁN NHÀ MẶT PHỐ KINH DOANH-THANG MÁY- QUẬN LONG BIÊN-GẦN AEON-65M2-5TẦNG- CHỈ 15,2 TỶ","Phường Cự Khối, Long Biên, Hà Nội",,,65.0,"{'value': 15200000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,15200000000.0,Long Biên
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phuc-la-prj-khu-do-thi-moi-van-quan/ban-re-nhat-tai-kdt-ha-dong-dt-70m2-x-4-tang-4-6m-mat-tien-17-ty-pr43134518,"Bán Liền Kề rẻ nhất tại KĐT Văn Quán, Hà Đông, DT 70m2, x 4 tầng, 4.6m mặt tiền. 17 tỷ","Khu đô thị mới Văn Quán, Phúc La, Hà Đông, Hà Nội",,,70.0,"{'value': 17000000000.0, 'unit': 'VNĐ'}",5.0,5.0,4.6,11.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,4.0,,,17000000000.0,Hà Đông
https://batdongsan.com.vn/ban-dat-phuong-la-khe/cong-dong-dt-50m-mt-4-2m-13ty-vi-tri-dep-ko-loi-phong-thuy-pr43135419,"Cổng đồng la Khê DT 50m MT 4,2m 13ty vị trí đẹp ko lỗi phong thủy","Phường La Khê, Hà Đông, Hà Nội",,,50.0,"{'value': 13000000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,13000000000.0,Hà Đông
https://batdongsan.com.vn/ban-nha-rieng-pho-trung-kinh-phuong-yen-hoa-2/ban-gap-chi-8-ty-dt-34m2-x-5-tang-xay-moi-tinh-full-noi-that-ngo-rong-3m-pr43128849,"Bán gấp nhà Trung Kính, Chỉ 8 tỷ, DT 34m2 x 5 tầng, xây mới tinh, Full nội thất, ngõ rộng 3M.","Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",,,34.0,"{'value': 8000000000.0, 'unit': 'VNĐ'}",3.0,4.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,8000000000.0,Cầu Giấy
https://batdongsan.com.vn/ban-nha-rieng-duong-ho-tung-mau-phuong-phu-dien/-34m-6-tang-hon-7-ty-ngay-chan-goldmark-pr43029652,"Hồ Tùng Mậu, 34m2, 6 tầng, hơn 7 tỷ, ngay chân Goldmark","Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",,,34.0,"{'value': 7500000000.0, 'unit': 'VNĐ'}",4.0,4.0,4.2,2.5,Sổ đỏ/ Sổ hồng,Đầy đủ,True,6.0,,,7500000000.0,Bắc Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-pho-ton-duc-thang-phuong-van-mieu-quoc-tu-giam/thong-phong-dong-da-moi-koong-56m-x-5-tang-mt-rong-7m-lo-goc-sieu-dep-gia-12-8-ty-pr42820296,"THÔNG PHONG, ĐỐNG ĐA MỚI KOONG 56m² x 5 TẦNG - MT RỘNG 7M - LÔ GÓC SIÊU ĐẸP - GÍA 12 TỶ","Phố Tôn Đức Thắng, Phường Văn Miếu - Quốc Tử Giám, Đống Đa, Hà Nội",,,56.0,"{'value': 12000000000.0, 'unit': 'VNĐ'}",5.0,,7.0,,Sổ đỏ/ Sổ hồng,,,5.0,,,12000000000.0,Đống Đa
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-ngan-phuong-nhan-chinh/ban-pho-26m2-x-6t-mt-4-3m-7-8-ty-dep-o-ngay-full-noi-that-vi-tri-kim-cuong-pr43135705,"Bán nhà phố Hoàng Ngân, Nhà đẹp ở ngay, Full nội thất, Vị trí kim cương, 26m2 x 6T, Mt 4.3m, 7.8 tỷ","Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội",,,26.0,"{'value': 7800000000.0, 'unit': 'VNĐ'}",4.0,4.0,4.3,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,6.0,,,7800000000.0,Thanh Xuân
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-quang-dao-phuong-me-tri-prj-the-matrix-one/ban-3pn-120m2-tai-gia-cuc-chat-chi-voi-18-ty-vnd-pr43135680,"Bán căn hộ 3PN, 120m2 tại The Matrix One, giá cực chất chỉ với 13tỷ5 VND","The Matrix One, Đường Lê Quang Đạo, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",,,120.0,"{'value': 13500000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,,,,,,,13500000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-dat-duong-minh-khai-phuong-minh-khai/ban-hai-ba-trung-khu-vuc-ngo-3-gac-tranh-1-ngoat-ra-o-to-gia-dau-tu-pr43135763,"Bán đất Hai Bà Trưng, khu vực đường Minh Khai, ngõ 3 gác tránh , 1 ngoặt ra đường ô tô , giá đầu tư","Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",,,156.5,"{'value': 21000000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,21000000000.0,Hai Bà Trưng
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-xuan-la-prj-6th-element/ban-kdt-tay-ho-tay-109m2-x-5-tang-gia-32ty-pr38996658,"Bán biệt thự liền kề KĐT Tây Hồ Tây 109m2 x 5 tầng, giá 32 tỷ. 0382 276 ***","Dự án 6th Element, Phường Xuân La, Tây Hồ, Hà Nội",Đông,,109.0,"{'value': 32000000000.0, 'unit': 'VNĐ'}",6.0,4.0,,,Sổ đỏ/ Sổ hồng,,,5.0,,,32000000000.0,Tây Hồ
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-troi-phuong-phuong-liet/ban-dt-23m2-x-6t-mt-3-8m-5-98-ty-o-to-do-cua-full-noi-that-p-ngoai-pr43135679,"Bán nhà Nguyễn Văn Trỗi, Ô tô đỗ cửa, Full nội thất nhập ngoại, 23m2 x 6T, Mt 3.8m, 6.98 tỷ","Đường Nguyễn Văn Trỗi, Phường Phương Liệt, Thanh Xuân, Hà Nội",,,23.0,"{'value': 5980000000.0, 'unit': 'VNĐ'}",4.0,4.0,3.8,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,6.0,,,5980000000.0,Thanh Xuân
https://batdongsan.com.vn/ban-dat-phuong-long-bien/ban-tang-nha-cap4-ngoc-thuy-thong-hong-tien-100m2-kinh-doanh-xay-vp-san-dong-tien-oto-23-ty-pr43135757,"BÁN ĐẤT TẶNG NHÀ CẤP4 NGỌC THUỴ THÔNG HỒNG TIẾN.-100M2-KINH DOANH-XÂY VP, SẴN DÒNG TIỀN-ÔTÔ 23 TỶ","Phường Long Biên, Long Biên, Hà Nội",,,100.0,"{'value': 23000000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,23000000000.0,Long Biên
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-dong-ngac-prj-ia20-ciputra/ban-va-cho-thue-khoi-de-gia-3-3ty-pr38728743,Bán shophouse khối đế IA20 Ciputra giá 2.8 tỷ 0382 276 ***,"Dự án IA20 Ciputra, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",,,74.0,"{'value': 2800000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,2800000000.0,Bắc Từ Liêm
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-me-tri-prj-khu-do-thi-me-tri-thuong/ban-ch-3-ngu-109-m-tai-kdt-san-so-du-noi-that-gia-tot-5-5-ty-co-slot-oto-pr43135752,"Bán CH 3 ngủ 109 m tại KĐT Mễ Trì Thượng, sẵn sổ, đủ nội thất. Giá tốt 5,5 tỷ. Có slot oto","Mễ Trì Thượng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",Tây - Bắc,Đông - Nam,109.0,"{'value': 5500000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,5500000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-quoc-viet-phuong-nghia-do-1/ban-234-gia-22-ty-80m2-x-4-5t-pr42832440,"Bán nhà riêng 234 Hoàng Quốc Việt, giá 22 tỷ, 80m2 x 4,5T 0382 276 ***","234, Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",,,80.0,"{'value': 22000000000.0, 'unit': 'VNĐ'}",6.0,4.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,22000000000.0,Cầu Giấy
https://batdongsan.com.vn/ban-nha-rieng-phuong-bo-de/ban-gap-kinh-doanh-pho-hong-tien-ngoc-lam-dt-60m2-4-tang-mt-5m-gan-ho-chi-14-5-ty-dau-tu-pr43135731,"BÁN GẤP NHÀ KINH DOANH PHỐ HỒNG TIẾN- NGỌC LÂM-DT 60M2-4 TẦNG- MT 5M-GẦN HỒ- CHỈ 14,5 TỶ-ĐẦU TƯ","Phường Bồ Đề, Long Biên, Hà Nội",,,60.0,"{'value': 14500000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,14500000000.0,Long Biên
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-thuong-dinh/ban-gan-pho-ngo-rong-lo-goc-dt-40m2-x-4t-mt-5-1m-6-95-ty-pr43135604,"Bán nhà Nguyễn Trãi, Gần phố, Ngõ rộng, Lô góc, Dt 40m2 x 4T, Mt 5.1m, 6.95 tỷ","Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",,,40.0,"{'value': 6950000000.0, 'unit': 'VNĐ'}",4.0,4.0,5.1,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,4.0,,,6950000000.0,Thanh Xuân
https://batdongsan.com.vn/ban-dat-duong-nguyen-thai-hoc-phuong-quang-trung-17/ban-lo-dep-o-to-tranh-ngay-ho-dam-khe-ha-dong-30m2-x-6m-canh-cau-am-van-phuc-pr43135712,"Bán lô đất đẹp ô tô tránh ngay Hồ Đầm Khê, Quang Trung, Hà Đông - 30m2 x 6m, cạnh Cầu Am, Vạn phúc","Đường Nguyễn Thái Học, Phường Quang Trung, Hà Đông, Hà Nội",,,30.0,"{'value': 8990000000.0, 'unit': 'VNĐ'}",,,6.0,10.0,Sổ đỏ/ Sổ hồng,,,,,,8990000000.0,Hà Đông
https://batdongsan.com.vn/ban-nha-rieng-duong-vo-thi-sau-phuong-thanh-nhan/ban-mat-pho-oto-tranh-gan-ho-35m2-chi-8-2-ty-pr43135716,BÁN NHÀ MẶT ĐƯỜNG PHỐ VÕ THỊ SÁU OTO TRÁNH GẦN HỒ 35M2 CHỈ 8.2 TỶ,"Đường Võ Thị Sáu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",,,35.0,"{'value': 8199999999.999999, 'unit': 'VNĐ'}",3.0,4.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,5.0,,,8199999999.999999,Hai Bà Trưng
https://batdongsan.com.vn/ban-nha-rieng-pho-hao-nam-phuong-cat-linh/sieu-ngop-bank-dep-quan-tho-1-o-to-ngu-trong-kinh-doanh-dinh-chi-16-2-ty-pr42851980,"SIÊU NGỘP BANK!!! NHÀ ĐẸP QUAN THỔ 1 - Ô TÔ NGỦ TRONG NHÀ - KINH DOANH ĐỈNH, Chỉ 16,2 tỷ","Phố Hào Nam, Phường Cát Linh, Đống Đa, Hà Nội",,,42.0,"{'value': 16200000000.0, 'unit': 'VNĐ'}",5.0,3.0,4.0,8.0,Sổ đỏ/ Sổ hồng,Đầy đủ,True,4.0,,,16200000000.0,Đống Đa
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-huu-duc-phuong-xuan-phuong-prj-chung-cu-thong-tan-xuan-phuong/ban-cc-3pn-2wc-nam-tu-liem-ha-noi-nhinh-6-ty-pr43135694,"Bán CC 3PN 2WC Trần Hữu Dực, Xuân Phương, Nam Từ Liêm, Hà Nội, nhỉnh 6 tỷ","Chung cư Thông Tấn Xuân Phương, Đường Trần Hữu Dực, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",Tây - Bắc,Đông - Nam,112.0,"{'value': 6000000000.0, 'unit': 'VNĐ'}",3.0,2.0,,,Sổ đỏ/ Sổ hồng,Cơ bản,,,True,,6000000000.0,Nam Từ Liêm
https://batdongsan.com.vn/ban-dat-phuong-ngoc-thuy/ban-lo-hiem-ngo-nong-oto-48m2-vuong-van-sieu-tien-ich-day-tu-giu-tien-7-ty-hon-pr43135696,BÁN LÔ ĐẤT NGỌC THỤY -HIẾM - NGÕ NÔNG OTO-48M2-VUÔNG VẮN- SIÊU TIỆN ÍCH-ĐẦY TƯ-GIỮ TIỀN-7 TỶ HƠN,"Phường Ngọc Thụy, Long Biên, Hà Nội",,,48.0,"{'value': 7500000000.0, 'unit': 'VNĐ'}",,,,,Sổ đỏ/ Sổ hồng,,,,,,7500000000.0,Long Biên
https://batdongsan.com.vn/ban-nha-rieng-pho-thai-ha-phuong-lang-thuong/ban-gap-63m-6-tang-mt-6-6m-o-to-ngu-trong-kd-bat-cp-xin-ct-gia-re-a-pr42863317,"Bán gấp! Nhà phố Thái Hà 63m2, 6 tầng, MT 6,6m ô tô ngủ trong nhà. KD bất chấp, xịn chất giá rẻ ạ","Phố Thái Hà, Phường Láng Thượng, Đống Đa, Hà Nội",,,63.0,"{'value': 20000000000.0, 'unit': 'VNĐ'}",4.0,4.0,6.6,,Sổ đỏ/ Sổ hồng,Cơ bản,,5.0,True,,20000000000.0,Đống Đa
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-canh-di-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/chinh-chu-ban-nhanh-65m2-2-ngu-2wc-toa-b9-h-nha-dep-full-huong-mat-pr43135692,Chính chủ bán nhanh căn hộ 65m2 2 ngủ 2wc toà B9 Đại kim Nguyễn Cảnh Dị nhà đẹp full đồ hướng mát,"KĐTM Đại Kim - Định Công, Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội",Tây - Bắc,Đông - Nam,66.0,"{'value': 3700000000.0, 'unit': 'VNĐ'}",2.0,2.0,,,Sổ đỏ/ Sổ hồng,Đầy đủ,True,,,,3700000000.0,Hoàng Mai
